Agency,Average Number of Days to Adjudicate,Component,Median Number of Days to Adjudicate,Number Denied,Number Granted,Year
DOT,7.0,FHWA,4.0,3.0,18.0,2013
DOT,1.0,FMCSA,1.0,0.0,2.0,2013
DOT,,FRA,,0.0,0.0,2013
DOT,,FTA,,0.0,0.0,2013
DOT,8.5,MARAD,3.0,1.0,3.0,2013
DOT,14.0,NHTSA,14.0,1.0,0.0,2013
DOT,1.0,OIG,1.0,1.0,4.0,2013
DOT,,OST,,0.0,0.0,2013
DOT,1.0,PHMSA,1.0,1.0,27.0,2013
DOT,1.0,RITA,1.0,0.0,6.0,2013
DOT,,SLSDC,,0.0,0.0,2013
ED,26.3,FSA,5.0,13.0,12.0,2013
ED,4.2,IES,4.0,5.0,0.0,2013
ED,45.63,M,5.0,19.0,36.0,2013
ED,7.0,OCFO,7.0,0.0,1.0,2013
ED,5.0,OCFO-CAM,5.0,1.0,0.0,2013
ED,8.0,OCIO,8.0,0.0,1.0,2013
ED,21.64,OCR,6.0,9.0,4.0,2013
ED,8.0,OCR-1 Boston,8.0,1.0,0.0,2013
ED,3.0,OCR-2 New York,3.0,0.0,2.0,2013
ED,2.75,OCR-3 Philadelphia,3.0,3.0,1.0,2013
ED,4.5,OCR-4 Atlanta,4.5,1.0,1.0,2013
ED,10.75,OCR-5 Chicago,10.5,2.0,2.0,2013
ED,5.0,OCR-6 Dallas,4.0,3.0,0.0,2013
ED,6.75,OCR-8 Denver,3.5,2.0,2.0,2013
ED,9.0,OCR-9 San Francisco,6.5,1.0,3.0,2013
ED,21.64,OCR-10 Seattle,10.0,1.0,7.0,2013
ED,22.62,OCR-12 Cleveland,1.0,4.0,4.0,2013
ED,21.88,OCR-Metro D.C.,10.0,1.0,7.0,2013
ED,1.5,ODS,1.5,1.0,1.0,2013
ED,10.33,OESE,4.0,8.0,1.0,2013
ED,2.0,OGC,2.0,0.0,1.0,2013
ED,9.8,OIG,1.0,0.0,5.0,2013
ED,1.0,OII,1.0,1.0,0.0,2013
ED,74.33,OLCA,74.0,0.0,3.0,2013
ED,4.25,OM,4.0,3.0,1.0,2013
ED,2.64,OM-PIRMS,2.0,5.0,8.0,2013
ED,19.25,OPE,5.5,9.0,1.0,2013
ED,17.0,OPEPD,17.0,1.0,0.0,2013
ED,45.0,OS,13.0,1.0,2.0,2013
ED,9.84,OSERS,2.0,23.0,2.0,2013
EEOC,0.0,ATLANTA,0.0,0.0,0.0,2013
EEOC,0.0,BIRMINGHAM,0.0,0.0,0.0,2013
EEOC,0.0,CHARLOTTE,0.0,0.0,0.0,2013
EEOC,0.0,CHICAGO,0.0,0.0,0.0,2013
EEOC,0.0,DALLAS,0.0,0.0,0.0,2013
EEOC,0.0,HOUSTON,0.0,0.0,0.0,2013
EEOC,0.0,INDIANAPOLIS,0.0,0.0,0.0,2013
EEOC,0.0,LOS ANGELES,0.0,0.0,0.0,2013
EEOC,1.0,MEMPHIS,1.0,0.0,1.0,2013
EEOC,0.0,MIAMI,0.0,0.0,0.0,2013
EEOC,0.0,NEW YORK,0.0,3.0,0.0,2013
EEOC,1.0,OLC/HDQ,1.0,1.0,3.0,2013
EEOC,1.0,PHILADELPHIA,1.0,0.0,1.0,2013
EEOC,0.0,PHOENIX,0.0,0.0,0.0,2013
EEOC,13.0,SAN FRANCISCO,13.0,0.0,1.0,2013
EEOC,0.0,ST. LOUIS,0.0,0.0,0.0,2013
EEOC,0.0,WFO,0.0,0.0,0.0,2013
EPA,23.34,HQ,8.0,209.0,118.0,2013
EPA,16.3,Region 1,3.0,21.0,6.0,2013
EPA,9.76,Region 2,8.0,41.0,1.0,2013
EPA,12.88,Region 3,11.0,35.0,13.0,2013
EPA,18.96,Region 4,12.0,37.0,9.0,2013
EPA,8.41,Region 5,3.0,68.0,19.0,2013
EPA,22.8,Region 6,9.5,35.0,15.0,2013
EPA,4.37,Region 7,3.0,16.0,3.0,2013
EPA,10.88,Region 8,4.0,20.0,28.0,2013
EPA,14.29,Region 9,10.0,33.0,9.0,2013
EPA,19.76,Region 10,16.0,26.0,11.0,2013
Ex-Im Bank,1.0,HQ,1.0,0.0,4.0,2013
FCA,9.98,FCA,11.5,0.0,28.0,2013
FCC,6.9,FCC,5.0,43.0,1.0,2013
FCSIC,,FCSIC,,0.0,0.0,2013
FDIC,0.5,FDIC,,29.0,15.0,2013
FEC,1.0,FEC,1.0,0.0,32.0,2013
FERC,11.0,FERC,11.0,2.0,0.0,2013
FFIEC,,FFIEC,,0.0,0.0,2013
FHFA,1.0,FHFA-HQ,1.0,26.0,8.0,2013
FHFA,1.0,FHFA-OIG,1.0,1.0,0.0,2013
FLRA,10.5,Authority,10.5,2.0,0.0,2013
FLRA,13.0,DARO,13.0,1.0,0.0,2013
FLRA,10.0,SFRO,10.0,0.0,1.0,2013
FMC,,FMC,,0.0,0.0,2013
FMCS,1.0,FMCS,1.0,1.0,0.0,2013
FMSHRC,7.8,FMSHRC,7.5,0.0,6.0,2013
FOMC,12.3,FOMC,16.0,0.0,3.0,2013
FRB,0.0,FRB,0.0,0.0,0.0,2013
FRTIB,,FRTIB,,0.0,0.0,2013
FTC,15.82,FTC,12.0,15.0,13.0,2013
GSA,51.15,GSA,42.0,12.0,1.0,2013
HHS,8.0,ACF,8.0,2.0,0.0,2013
HHS,8.0,CMS,4.0,13.0,80.0,2013
HHS,3.0,OIG,2.0,10.0,0.0,2013
HHS,,AHRQ,,0.0,0.0,2013
HHS,64.0,CDC,64.0,0.0,1.0,2013
HHS,20.6,FDA,10.0,5.0,392.0,2013
HHS,12.0,HRSA,12.0,4.0,2.0,2013
HHS,,IHS,,0.0,0.0,2013
HHS,4.67,NIH,3.0,6.0,0.0,2013
HHS,,SAMHSA,,0.0,0.0,2013
HHS,,OS,,1.0,1.0,2013
HHS,,OASH,,0.0,0.0,2013
HHS,,ACL,,0.0,0.0,2013
HUD,0.14,HQ,1.0,69.0,1.0,2013
HUD,7.5,OIG,7.5,0.0,2.0,2013
HUD,7.5,R01,7.5,0.0,2.0,2013
HUD,1.0,R02,1.0,0.0,1.0,2013
HUD,3.11,R03,1.0,9.0,5.0,2013
HUD,19.0,R04,16.0,1.0,4.0,2013
HUD,1.0,R05,1.0,0.0,4.0,2013
HUD,9.0,R06,9.0,2.0,0.0,2013
HUD,7.0,R07,7.0,1.0,0.0,2013
HUD,0.0,R08,0.0,0.0,0.0,2013
HUD,10.75,R09,10.75,1.0,4.0,2013
HUD,1.0,R0X,0.5,4.0,0.0,2013
IAF,,IAF,,0.0,0.0,2013
IMLS,1.0,IMLS,1.0,0.0,1.0,2013
LSC,15.0,OLA,15.0,0.0,1.0,2013
LSC,,OIG,,0.0,0.0,2013
MCC,,MCC,,0.0,0.0,2013
MSPB,0.0,MSPB,0.0,0.0,0.0,2013
NARA,7.0,NARA,3.0,23.0,12.0,2013
NASA,0.0,ARC,0.0,1.0,2.0,2013
NASA,,DFRC,,0.0,0.0,2013
NASA,0.0,GRC,0.0,1.0,0.0,2013
NASA,,GSFC,,0.0,0.0,2013
NASA,5.21,HQ,2.0,12.0,2.0,2013
NASA,,JPL,,0.0,0.0,2013
NASA,15.5,JSC,15.5,1.0,1.0,2013
NASA,2.5,KSC,0.5,6.0,0.0,2013
NASA,,LaRC,,0.0,0.0,2013
NASA,3.0,MSFC,3.0,1.0,0.0,2013
NASA,0.0,NSSC,0.0,0.0,1.0,2013
NASA,,OGC,,0.0,0.0,2013
NASA,,OIG,,0.0,0.0,2013
NASA,,SSC,,0.0,0.0,2013
NCPC,,NCPC,,0.0,0.0,2013
NCUA,7.0,NCUA,7.0,0.0,2.0,2013
NEA,3.0,NEA,1.0,1.0,1.0,2013
NEH,1.0,NEH,1.0,0.0,2.0,2013
NIGC,15.0,NIGC,15.0,0.0,1.0,2013
NLRB,25.0,NLRB,17.0,6.0,0.0,2013
NMB,,NMB,,0.0,0.0,2013
NRPC,1.0,NRPC,1.0,5.0,11.0,2013
NSF,,OGC,,0.0,0.0,2013
NSF,,OIG,,0.0,0.0,2013
NTSB,1.25,NTSB,1.0,2.0,2.0,2013
ODNI,,ODNI,,0.0,0.0,2013
OGE,0.0,OGE,0.0,0.0,0.0,2013
OMB,20.0,OMB,20.0,0.0,2.0,2013
ONDCP,,ONDCP,,0.0,0.0,2013
ONHIR,,ONHIR,,0.0,0.0,2013
OPIC,2.5,OPIC,2.5,1.0,1.0,2013
OPM,4.0,OPM,1.0,1.0,2.0,2013
OSC,,OSC,,0.0,0.0,2013
OSHRC,1.0,OSHRC,1.0,0.0,3.0,2013
OSTP,52.8,OSTP,5.0,0.0,5.0,2013
PBGC,,PBGC,,0.0,0.0,2013
PC,,FOIA Office,,0.0,0.0,2013
PC,,OIG,,0.0,0.0,2013
PRC,29.0,PRC,29.0,0.0,1.0,2013
RATB,5.0,RATB,5.0,0.0,1.0,2013
SBA,11.6,SBA,9.5,3.0,8.0,2013
SEC,12.97,SEC,1.0,18.0,11.0,2013
SIGAR,0.0,SIGAR,0.0,0.0,0.0,2013
SSA,41.0,SSA,26.0,4.0,0.0,2013
SSS,,SSS,,0.0,0.0,2013
State,21.56,DoS,1.43,187.0,219.0,2013
State,,OIG,,0.0,0.0,2013
STB,,STB,,0.0,0.0,2013
Treasury,10.0,BEP,9.0,3.0,4.0,2013
Treasury,9.0,BPD,10.0,0.0,2.0,2013
Treasury,45.75,DO,5.0,6.0,2.0,2013
Treasury,,FinCEN,,0.0,0.0,2013
Treasury,9.0,FMS,5.0,3.0,0.0,2013
Treasury,7.89,IRS,5.0,5.0,86.0,2013
Treasury,12.6,MINT,14.5,7.0,1.0,2013
Treasury,1.67,OCC,1.0,4.0,2.0,2013
Treasury,3.76,TIGTA,2.0,12.0,9.0,2013
Treasury,11.0,TTB,5.0,7.0,0.0,2013
TVA,9.7,TVA,10.0,2.0,14.0,2013
U.S. CPSC,1.0,U.S. CPSC,1.0,0.0,2.0,2013
U.S. DOL,1.0,ADJ BDS,1.0,1.0,0.0,2013
U.S. DOL,89.4,ALJ,3.0,1.0,4.0,2013
U.S. DOL,273.0,ASP,273.0,1.0,1.0,2013
U.S. DOL,164.0,BLS,17.0,8.0,1.0,2013
U.S. DOL,354.0,CFO,354.0,1.0,0.0,2013
U.S. DOL,23.6,EBSA,4.0,16.0,10.0,2013
U.S. DOL,20.1,ETA,7.0,121.0,3.0,2013
U.S. DOL,158.0,EXEC SEC,158.0,1.0,0.0,2013
U.S. DOL,154.0,ILAB,14.0,2.0,1.0,2013
U.S. DOL,36.2,MSHA,12.0,12.0,26.0,2013
U.S. DOL,112.8,OASAM,58.0,22.0,12.0,2013
U.S. DOL,136.5,OCIA,144.5,0.0,6.0,2013
U.S. DOL,0.0,ODEP,0.0,0.0,0.0,2013
U.S. DOL,42.4,OFCCP,13.5,14.0,4.0,2013
U.S. DOL,2.0,OIG,2.0,1.0,2.0,2013
U.S. DOL,201.5,OLMS,201.5,1.0,1.0,2013
U.S. DOL,17.5,OPA,18.0,1.0,3.0,2013
U.S. DOL,251.0,OSEC,251.0,0.0,2.0,2013
U.S. DOL,35.9,OSHA,10.0,96.0,131.0,2013
U.S. DOL,91.6,OWCP,22.0,39.0,2.0,2013
U.S. DOL,94.0,SOL,34.0,10.0,3.0,2013
U.S. DOL,123.1,VETS,46.0,6.0,1.0,2013
U.S. DOL,0.0,WB,0.0,0.0,0.0,2013
U.S. DOL,24.9,WHD,9.0,410.0,87.0,2013
US ADF,0.0,US ADF,0.0,0.0,0.0,2013
US RRB,,OIG,,0.0,0.0,2013
US RRB,,RRB,,0.0,0.0,2013
USAID,1.0,USAID,1.0,1.0,5.0,2013
USCCR,1.0,USCCR,1.0,0.0,4.0,2013
USDA,1.0,AMS,1.0,2.0,23.0,2013
USDA,6.0,APHIS,1.0,0.0,3.0,2013
USDA,1.0,ASCR,1.0,0.0,1.0,2013
USDA,17.0,FAS,17.0,1.0,1.0,2013
USDA,0.08,FNCS,1.0,3.0,10.0,2013
USDA,4.88,FS,1.0,5.0,243.0,2013
USDA,7.5,FSA,3.0,39.0,885.0,2013
USDA,1.0,FSIS,1.0,0.0,4.0,2013
USDA,14.0,GIPSA,14.0,0.0,1.0,2013
USDA,0.0,NAD,0.0,0.0,0.0,2013
USDA,16.75,NRCS,2.0,1.0,15.0,2013
USDA,0.0,OBPA,0.0,0.0,0.0,2013
USDA,1.0,OCFO,1.0,0.0,1.0,2013
USDA,0.0,OGC,0.0,0.0,0.0,2013
USDA,65.0,OIG,65.0,0.0,1.0,2013
USDA,15.7,OSEC/OCIO/DM,1.0,4.0,9.0,2013
USDA,1.0,RD,1.0,0.0,1.0,2013
USDA,1.0,REE,1.0,0.0,11.0,2013
USDA,6.6,RMA,8.0,0.0,5.0,2013
USIBWC,26.0,USIBWC,26.0,0.0,1.0,2013
USITC,8.0,USITC,8.0,1.0,0.0,2013
USNRC,1.0,USNRC,1.0,12.0,23.0,2013
USPS,1.33,PS,1.0,14.0,4.0,2013
USPS,,OIG,,0.0,0.0,2013
USPS,1.0,PIS,1.0,3.0,0.0,2013
USTDA,,USTDA,,0.0,0.0,2013
USTR,6.0,USTR,4.0,6.0,14.0,2013
VA,,Admin,,0.0,0.0,2013
VA,,BVA,,0.0,0.0,2013
VA,,C&LA,,0.0,0.0,2013
VA,,CFM,,0.0,0.0,2013
VA,,GC,,0.0,0.0,2013
VA,2.0,HRM,2.0,0.0,1.0,2013
VA,,IG,,0.0,0.0,2013
VA,,Mgmt,,0.0,0.0,2013
VA,,NCA,,0.0,0.0,2013
VA,19.83,OAL,1.5,4.0,2.0,2013
VA,,OASHRA,,0.0,0.0,2013
VA,,OASP&IA,,0.0,0.0,2013
VA,,ODASB,,0.0,0.0,2013
VA,,ODASIA,,0.0,0.0,2013
VA,,ODI,,0.0,0.0,2013
VA,1.0,OF,1.0,1.0,0.0,2013
VA,8.0,OIT,8.0,0.0,2.0,2013
VA,,ORM,,0.0,1.0,2013
VA,,OSDBU,,0.0,0.0,2013
VA,,OSP,,0.0,0.0,2013
VA,,P&P,,0.0,0.0,2013
VA,,PA,,0.0,0.0,2013
VA,1.0,SEC,1.0,0.0,2.0,2013
VA,10.05,VBA,12.5,0.0,20.0,2013
VA,12.05,VHA,0.0,58.0,82.0,2013
ABMC,,ABMC,,0.0,0.0,2014
ACUS,,ACUS,,0.0,0.0,2014
AFRH,,AFRH,,0.0,0.0,2014
BBG,10.0,BBG,8.0,104.0,8.0,2014
CEQ,13.625,CEQ,5.0,0.0,15.0,2014
CFPB,2.0,CFPB,1.0,3.0,1.0,2014
CFTC,2.75,CFTC,3.0,7.0,1.0,2014
CIA,11.31,CIA,2.46,10.0,8.0,2014
CIGIE,,CIGIE,,0.0,0.0,2014
CNCS,2.0,CNCS,2.0,0.0,2.0,2014
CO,,CO,,0.0,0.0,2014
CPPBSD,1.0,CPPBSD,1.0,0.0,1.0,2014
CSB,1.0,CSB,1.0,0.0,17.0,2014
CSOSA,,CSOSA,,0.0,0.0,2014
DHS,129.93,CBP,145.0,439.0,25.0,2014
DHS,,CRCL,,0.0,0.0,2014
DHS,4.75,FEMA,3.5,2.0,2.0,2014
DHS,40.75,FLETC,44.0,2.0,2.0,2014
DHS,7.0,I&A,5.0,40.0,6.0,2014
DHS,1.0,ICE,1.0,89.0,104.0,2014
DHS,7.38,NPPD,1.0,0.0,16.0,2014
DHS,65.5,OIG,65.5,2.0,0.0,2014
DHS,,OPS,,0.0,0.0,2014
DHS,1.0,PRIV,1.0,8.0,3.0,2014
DHS,1.8,S&T,2.0,4.0,1.0,2014
DHS,,TSA,,0.0,0.0,2014
DHS,55.5,USCG,55.5,1.0,1.0,2014
DHS,5.28,USCIS,3.0,197.0,72.0,2014
DHS,,USSS,,0.0,0.0,2014
DNFSB,24.0,DNFSB,15.0,0.0,7.0,2014
DOC,0.0,BIS,0.0,0.0,0.0,2014
DOC,7.0,Census,6.0,12.0,7.0,2014
DOC,0.0,EDA,0.0,0.0,0.0,2014
DOC,0.0,ESA,0.0,0.0,0.0,2014
DOC,34.0,ITA,12.0,10.0,0.0,2014
DOC,0.0,MBDA,0.0,0.0,0.0,2014
DOC,5.0,NIST,3.0,9.0,2.0,2014
DOC,7.0,NOAA,3.0,42.0,71.0,2014
DOC,11.0,NTIA,8.0,3.0,4.0,2014
DOC,1.0,NTIS,1.0,0.0,2.0,2014
DOC,14.0,OIG,9.0,5.0,3.0,2014
DOC,73.0,OS,4.0,8.0,23.0,2014
DOC,55.0,PTO,55.0,0.0,1.0,2014
DoD,1.0,AF,0.0,235.0,169.0,2014
DoD,10.0,AFRICOM,10.0,1.0,7.0,2014
DoD,4.0,ARMY,0.0,104.0,494.0,2014
DoD,,ASBCA,,0.0,0.0,2014
DoD,8.0,CENTCOM,4.0,74.0,0.0,2014
DoD,,DCAA,,0.0,0.0,2014
DoD,4.0,DCMA,4.0,2.0,4.0,2014
DoD,,DeCA,,0.0,0.0,2014
DoD,,DFAS,,0.0,0.0,2014
DoD,30.0,DHA,24.0,3.0,3.0,2014
DoD,,DIA,,0.0,0.0,2014
DoD,,DISA,,0.0,0.0,2014
DoD,3.0,DLA,2.0,4.0,53.0,2014
DoD,,DoD IG,,0.0,0.0,2014
DoD,1.0,DoDEA,1.0,0.0,1.0,2014
DoD,,DSS,,0.0,0.0,2014
DoD,,DTIC,,0.0,0.0,2014
DoD,,DTRA,,0.0,0.0,2014
DoD,,EUCOM,,0.0,0.0,2014
DoD,,JPRA,,0.0,0.0,2014
DoD,46.0,NAVY,12.0,271.0,167.0,2014
DoD,,NGA,,0.0,0.0,2014
DoD,43.0,NGB,43.0,4.0,2.0,2014
DoD,,NORTHCOM,,0.0,1.0,2014
DoD,90.0,NRO,9.0,2.0,3.0,2014
DoD,23.0,NSA,14.0,18.0,6.0,2014
DoD,5.0,OSD/JS,3.0,62.0,1.0,2014
DoD,0.0,PACOM,0.0,0.0,40.0,2014
DoD,1.0,SOCOM,1.0,3.0,3.0,2014
DoD,,SOUTHCOM,,0.0,0.0,2014
DoD,,STRATCOM,,0.0,0.0,2014
DoD,,TRANSCOM,,0.0,0.0,2014
DOE,0.2,BPA,0.0,8.0,53.0,2014
DOE,0.0,CBFO,0.0,0.0,0.0,2014
DOE,0.5,CH,0.0,4.0,2.0,2014
DOE,2.2,EMCBC,1.5,2.0,8.0,2014
DOE,16.86,GFO,15.0,0.0,7.0,2014
DOE,8.56,HQ,3.0,21.0,38.0,2014
DOE,0.0,ID,0.0,0.0,0.0,2014
DOE,0.0,NETL,0.0,0.0,0.0,2014
DOE,2.25,NNSA,0.0,4.0,4.0,2014
DOE,0.0,NR,0.0,0.0,0.0,2014
DOE,0.0,NRLFO,0.0,0.0,0.0,2014
DOE,0.14,ORO,0.0,0.0,22.0,2014
DOE,3.0,OSTI,3.0,0.0,1.0,2014
DOE,1.62,ROO,0.0,5.0,3.0,2014
DOE,0.0,SEPA,0.0,0.0,0.0,2014
DOE,0.0,SPR,0.0,0.0,0.0,2014
DOE,0.0,SRO,0.0,0.0,6.0,2014
DOE,0.0,SWPA,0.0,0.0,0.0,2014
DOE,2.0,WAPA,2.0,0.0,4.0,2014
DOI,17.0,BIA,10.0,2.0,46.0,2014
DOI,8.0,BLM,1.0,5.0,159.0,2014
DOI,4.0,BOEM,1.0,1.0,6.0,2014
DOI,23.0,BOR,6.0,0.0,20.0,2014
DOI,10.0,BSEE,5.0,5.0,10.0,2014
DOI,11.0,FWS,1.0,5.0,211.0,2014
DOI,4.0,NPS,0.0,7.0,52.0,2014
DOI,1.0,OIG,0.0,3.0,28.0,2014
DOI,4.0,OS,3.0,2.0,3.0,2014
DOI,0.0,OSM,0.0,0.0,5.0,2014
DOI,0.0,SOL,0.0,0.0,1.0,2014
DOI,0.0,USGS,0.0,0.0,9.0,2014
DOJ,,Office of the AG,,0.0,0.0,2014
DOJ,,Office of the DAG,,0.0,0.0,2014
DOJ,,Office of the Assoc. AG,,0.0,0.0,2014
DOJ,1.0,Antitrust,1.0,2.0,0.0,2014
DOJ,41.5,ATF,41.5,0.0,2.0,2014
DOJ,10.22,BOP,4.0,47.0,4.0,2014
DOJ,6.45,Civil,9.0,1.0,54.0,2014
DOJ,,Civil Rights,,0.0,0.0,2014
DOJ,,COPS,,0.0,0.0,2014
DOJ,6.0,Criminal,6.0,1.0,0.0,2014
DOJ,,CRS,,0.0,0.0,2014
DOJ,5.43,DEA,1.0,68.0,1.0,2014
DOJ,6.0,ENRD,6.0,0.0,1.0,2014
DOJ,27.6,EOIR,13.0,0.0,25.0,2014
DOJ,3.5,EOUSA,1.0,4.0,0.0,2014
DOJ,3.0,EOUST,3.0,2.0,0.0,2014
DOJ,17.76,FBI,1.0,285.0,13.0,2014
DOJ,,FCSC,,0.0,0.0,2014
DOJ,,JMD,,0.0,0.0,2014
DOJ,12.47,NSD,9.0,10.0,7.0,2014
DOJ,,OCDETF,,0.0,0.0,2014
DOJ,,OIG,,0.0,0.0,2014
DOJ,1.0,OIP,1.0,2.0,0.0,2014
DOJ,,OJP,,0.0,0.0,2014
DOJ,,OLA,,0.0,0.0,2014
DOJ,22.0,OLC,22.0,2.0,0.0,2014
DOJ,,OLP,,0.0,0.0,2014
DOJ,,OPR,,0.0,0.0,2014
DOJ,,OSG,,0.0,0.0,2014
DOJ,,OVW,,0.0,0.0,2014
DOJ,,Pardon Attorney,,0.0,0.0,2014
DOJ,,Public Affairs,,0.0,0.0,2014
DOJ,,PRAO,,0.0,0.0,2014
DOJ,,TAX,,0.0,0.0,2014
DOJ,,USMS,,0.0,0.0,2014
DOJ,2.8,USNCB,1.0,15.0,0.0,2014
DOJ,,USPC,,0.0,0.0,2014
DOT,3.0,FAA,1.0,74.0,17.0,2014
DOT,11.0,FHWA,13.0,8.0,10.0,2014
DOT,1.0,FMCSA,1.0,0.0,0.0,2014
DOT,1.0,FRA,1.0,0.0,56.0,2014
DOT,,FTA,,0.0,0.0,2014
DOT,2.0,MARAD,2.0,2.0,0.0,2014
DOT,,NHTSA,,0.0,0.0,2014
DOT,1.0,OIG,1.0,1.0,3.0,2014
DOT,,OST,,0.0,0.0,2014
DOT,1.0,PHMSA,1.0,1.0,7.0,2014
DOT,1.0,RITA,1.0,0.0,1.0,2014
DOT,,SLSDC,,0.0,0.0,2014
ED,,OCTAE,,,0.0,2014
ED,,OSHS,,,0.0,2014
ED,,OCTAE,,0.0,,2014
ED,,OSHS,,0.0,,2014
ED,15.41,FSA,7.5,13.0,19.0,2014
ED,10.17,IES,9.5,5.0,1.0,2014
ED,,IES-NAGB,,0.0,0.0,2014
ED,36.74,M,7.0,15.0,28.0,2014
ED,11.0,OCFO,11.0,2.0,0.0,2014
ED,1.0,OCFO-CAM,1.0,0.0,1.0,2014
ED,2.0,OCIO,2.0,0.0,2.0,2014
ED,9.0,OCO,9.0,0.0,1.0,2014
ED,10.44,OCR,9.0,14.0,11.0,2014
ED,,OCR-1 Boston,,0.0,0.0,2014
ED,3.67,OCR-2 New York,3.0,1.0,5.0,2014
ED,10.0,OCR-3 Philadelphia,10.0,2.0,0.0,2014
ED,10.5,OCR-4 Atlanta,10.5,0.0,2.0,2014
ED,5.75,OCR-5 Chicago,6.0,1.0,3.0,2014
ED,7.33,OCR-6 Dallas,6.5,4.0,2.0,2014
ED,7.67,OCR-7 Kansas City,9.0,2.0,1.0,2014
ED,4.4,OCR-8 Denver,5.0,1.0,4.0,2014
ED,,OCR-9 San Francisco,,0.0,0.0,2014
ED,4.0,OCR-10 Seattle,4.0,1.0,0.0,2014
ED,2.8,OCR-12 Cleveland,1.0,5.0,0.0,2014
ED,6.67,OCR-Metro D.C.,5.0,2.0,4.0,2014
ED,40.5,ODS,40.5,0.0,2.0,2014
ED,5.54,OESE,4.0,9.0,4.0,2014
ED,0.0,OGC,0.0,0.0,0.0,2014
ED,11.2,OIG,9.0,0.0,5.0,2014
ED,6.4,OII,6.0,1.0,4.0,2014
ED,,OLCA,,0.0,0.0,2014
ED,4.14,OM,5.0,5.0,2.0,2014
ED,6.35,OM-PIRMS,5.0,10.0,16.0,2014
ED,8.48,OPE,5.0,19.0,2.0,2014
ED,15.0,OPEPD,15.0,0.0,1.0,2014
ED,217.5,OS,104.0,1.0,7.0,2014
ED,5.11,OSERS,4.0,6.0,3.0,2014
ED,12.67,OUS,12.0,0.0,3.0,2014
EEOC,,ATLANTA,,0.0,0.0,2014
EEOC,,BIRMINGHAM,,0.0,0.0,2014
EEOC,,CHARLOTTE,,0.0,0.0,2014
EEOC,,CHICAGO,,0.0,0.0,2014
EEOC,,DALLAS,,0.0,0.0,2014
EEOC,,HOUSTON,,0.0,0.0,2014
EEOC,,INDIANAPOLIS,,0.0,0.0,2014
EEOC,,LOS ANGELES,,0.0,0.0,2014
EEOC,,MEMPHIS,,0.0,0.0,2014
EEOC,,MIAMI,,0.0,0.0,2014
EEOC,,NEW YORK,,5.0,0.0,2014
EEOC,,OLC/HDQ,,1.0,0.0,2014
EEOC,,PHILADELPHIA,,1.0,0.0,2014
EEOC,,PHOENIX,,0.0,0.0,2014
EEOC,,SAN FRANCISCO,,1.0,0.0,2014
EEOC,,ST. LOUIS,,0.0,0.0,2014
EEOC,,WFO,,0.0,0.0,2014
EPA,8.63,HQ,7.0,164.0,108.0,2014
EPA,9.44,Region 1,6.0,6.0,3.0,2014
EPA,9.83,Region 2,8.0,42.0,12.0,2014
EPA,8.15,Region 3,6.5,24.0,16.0,2014
EPA,9.38,Region 4,7.0,37.0,10.0,2014
EPA,3.89,Region 5,3.0,45.0,11.0,2014
EPA,6.54,Region 6,7.0,29.0,6.0,2014
EPA,2.56,Region 7,2.0,22.0,3.0,2014
EPA,4.83,Region 8,5.0,22.0,13.0,2014
EPA,9.04,Region 9,7.0,27.0,23.0,2014
EPA,15.51,Region 10,13.0,34.0,9.0,2014
Ex-Im Bank,,OIG,,0.0,0.0,2014
Ex-Im Bank,152.25,HQ,59.0,0.0,8.0,2014
FCA,,FCA,,0.0,0.0,2014
FCC,6.7,FCC,4.0,10.0,2.0,2014
FCSIC,,FCSIC,,0.0,0.0,2014
FDIC,3.11,FDIC,1.0,24.0,4.0,2014
FEC,1.0,FEC,1.0,0.0,28.0,2014
FERC,20.0,FERC,19.0,7.0,0.0,2014
FFIEC,,FFIEC,,0.0,0.0,2014
FHFA,0.55,FHFA-HQ,0.0,30.0,3.0,2014
FHFA,0.25,FHFA-OIG,0.0,0.0,4.0,2014
FLRA,,FSIP,,0.0,0.0,2014
FLRA,9.9,Authority,4.5,2.0,8.0,2014
FLRA,15.0,IG,15.0,1.0,0.0,2014
FLRA,,OGC,,0.0,0.0,2014
FLRA,,ATRO,,0.0,0.0,2014
FLRA,,BORO,,0.0,0.0,2014
FLRA,,CHRO,,0.0,0.0,2014
FLRA,,DARO,,0.0,0.0,2014
FLRA,,DERO,,0.0,0.0,2014
FLRA,4.0,SFRO,4.0,0.0,1.0,2014
FLRA,,WARO,,0.0,0.0,2014
FMC,,FMC,,0.0,0.0,2014
FMCS,,FMCS,,0.0,0.0,2014
FMSHRC,,FMSHRC,,0.0,0.0,2014
FOMC,14.0,FOMC,16.0,0.0,6.0,2014
FRB,41.0,FRB,26.0,2.0,1.0,2014
FRTIB,,FRTIB,,0.0,0.0,2014
FTC,14.95,FTC,11.0,9.0,12.0,2014
GSA,3.5,GSA,7.0,3.0,4.0,2014
HHS,,ACF,,1.0,9.0,2014
HHS,15.0,CMS,7.0,39.0,169.0,2014
HHS,4.0,OIG,3.0,8.0,0.0,2014
HHS,35.0,CDC,35.0,0.0,1.0,2014
HHS,34.0,FDA,17.0,1.0,559.0,2014
HHS,12.0,HRSA,12.0,4.0,2.0,2014
HHS,,IHS,,0.0,0.0,2014
HHS,4.0,NIH,3.0,4.0,0.0,2014
