Agency,Component,Description,No. of Times Used,Total,Year
CNCS,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
CSOSA,HQ,,0,0.0,2009
CSOSA,HQ,Glomar,2,3.0,2009
CSOSA,HQ,Litigation,1,3.0,2009
CSOSA,HQ,Records lost or destroyed,118,394.0,2009
CSOSA,HQ,Referred to the web,276,394.0,2009
CSOSA,HQ,Requests were administratively closed,175,175.0,2009
DHS,OLA,Deferred to another agency or component,1,9.0,2009
DHS,OLA,Document referred was not responsive,2,9.0,2009
DHS,OLA,Directed requester to another agency/other entity,6,9.0,2009
DHS,OIG,0,0,0.0,2009
DHS,OIG,Request referred to another DOT component,5,5.0,2009
DHS,OGC,0,0,0.0,2009
DHS,OIG,Request Misdirected and Withdrawn,13,13.0,2009
DHS,CBP,Records Publicly Available,9,33.0,2009
DHS,CBP,Coordinated by Another Office,8,33.0,2009
DHS,CBP,Unable to locate requester,16,33.0,2009
DHS,ICE,Nonresponsive to Requests for Additional Information,273,297.0,2009
DHS,ICE,Records Publicly Available,1,297.0,2009
DHS,ICE,Fugitive,5,297.0,2009
DHS,ICE,Litigation,2,297.0,2009
DHS,ICE,Unable to locate requester,16,297.0,2009
DHS,MGMT,Records Publicly Available,2,2.0,2009
DHS,OIG,Unable to locate requester,1,2.0,2009
DHS,OIG,Sent in error,1,2.0,2009
DHS,PRIV,Mandatory Review Classification,1,27.0,2009
DHS,PRIV,Unable to locate requester,1,27.0,2009
DHS,PRIV,Aggregated,15,27.0,2009
DHS,PRIV,Records Publicly Available,5,27.0,2009
DHS,PRIV,Coordinated by Another Office,1,27.0,2009
DHS,PRIV,Follow Up,2,27.0,2009
DHS,PRIV,Sent in error,2,27.0,2009
DHS,TSA,Coordinated by Another Office,5,31.0,2009
DHS,TSA,Records Publicly Available,7,31.0,2009
DHS,TSA,Sent in error,2,31.0,2009
DHS,TSA,Unable to locate requester,17,31.0,2009
DHS,USCG,Nonresponsive to Requests for Additional Information,92,130.0,2009
DHS,USCG,Coordinated by Another Office,14,130.0,2009
DHS,USCG,Unable to locate requester,24,130.0,2009
DHS,USCIS,Unable to Locate Records,93,93.0,2009
DHS,USSS,Previously Furnished,3,4.0,2009
DHS,USSS,Unable to locate requester,1,4.0,2009
DHS,OIG,Not applicable,0,0.0,2009
DHS,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
DHS,OIG,No response from Requester,4,5.0,2009
DHS,OIG,Records  on OIG Webpage,1,5.0,2009
DHS,OIG,None,0,0.0,2009
DHS,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
DNFSB,OGC,0,0,0.0,2009
DNFSB,OGM,0,0,0.0,2009
DOC,OIG,0,0,0.0,2009
DOC,OIG,Request referred to another DOT component,5,5.0,2009
DOC,Census,Appealed Before Response Sent,1,22.0,2009
DOC,Census,Publicly Available Information,21,22.0,2009
DOC,NIST,No Certificate of Identity Document Provided,1,3.0,2009
DOC,NIST,Handled Through Another Process,2,3.0,2009
DOC,NOAA,Publicly Available Information,5,5.0,2009
DOC,NTIS,Statute Based Price Authority,1,1.0,2009
DOC,OIG,Request Misdirected and Withdrawn,13,13.0,2009
DOC,OIG,Unable to locate requester,1,2.0,2009
DOC,OIG,Sent in error,1,2.0,2009
DOC,OIG,Not applicable,0,0.0,2009
DOC,OS,Not applicable,0,0.0,2009
DOC,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
DOC,OIG,No response from Requester,4,5.0,2009
DOC,OIG,Records  on OIG Webpage,1,5.0,2009
DOC,OS,,0,0.0,2009
DOC,OIG,None,0,0.0,2009
DOC,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
DoD,AF,Litigation,4,369.0,2009
DoD,AF,Unable to contact requester,15,369.0,2009
DoD,AF,Publicly Available,26,369.0,2009
DoD,AF,Misdirected Request,42,369.0,2009
DoD,AF,Administratively Closed,282,369.0,2009
DoD,ASBCA,,0,0.0,2009
DoD,ARMY,Publicly Available,42,312.0,2009
DoD,ARMY,Administratively Closed,82,312.0,2009
DoD,ARMY,Misdirected Request,188,312.0,2009
DoD,CENTCOM,Administratively Closed,13,15.0,2009
DoD,CENTCOM,Litigation,1,15.0,2009
DoD,CENTCOM,Misdirected Request,1,15.0,2009
DoD,DCAA,,0,0.0,2009
DoD,DCMA,Misdirected Request,32,32.0,2009
DoD,DeCA,,0,0.0,2009
DoD,DFAS,,0,0.0,2009
DoD,DIA,Administratively Closed,44,44.0,2009
DoD,DISA,Administratively Closed,1,2.0,2009
DoD,DISA,Litigation,1,2.0,2009
DoD,DLA,Administratively Closed,6,14.0,2009
DoD,DLA,Misdirected Request,8,14.0,2009
DoD,DoDEA,,0,0.0,2009
DoD,DoDIG,,0,0.0,2009
DoD,DSS,,0,0.0,2009
DoD,DTIC,Publicly Available,5,10.0,2009
DoD,DTIC,Administratively Closed,5,10.0,2009
DoD,DTRA,Administratively Closed,8,8.0,2009
DoD,EUCOM,Litigation,2,2.0,2009
DoD,JFCOM,,0,0.0,2009
DoD,NAVY,Administratively Closed,47,361.0,2009
DoD,NAVY,Misdirected Request,273,361.0,2009
DoD,NAVY,Publicly Available,41,361.0,2009
DoD,NGA,,0,0.0,2009
DoD,NORTHCOM,Administratively Closed,1,1.0,2009
DoD,NRO,Administratively Closed,1,1.0,2009
DoD,NSA,Publicly Available,10,45.0,2009
DoD,NSA,Misdirected Request,1,45.0,2009
DoD,NSA,Administratively Closed,34,45.0,2009
DoD,OSD/JS,Publicly Available,65,372.0,2009
DoD,OSD/JS,Litigation,10,372.0,2009
DoD,OSD/JS,Misdirected Request,297,372.0,2009
DoD,PACOM,,0,0.0,2009
DoD,SOCOM,Administratively Closed,39,42.0,2009
DoD,SOCOM,Publicly Available,1,42.0,2009
DoD,SOCOM,Misdirected Request,2,42.0,2009
DoD,SOUTHCOM,,0,0.0,2009
DoD,STRATCOM,Administratively Closed,1,1.0,2009
DoD,TRANSCOM,Administratively Closed,7,7.0,2009
DoD,TRICARE,,0,0.0,2009
DoD,AFRICOM,Publicly Available,2,2.0,2009
DoD,NGB,Publicly Available,1,1.0,2009
DOE,NNSA/AL,,0,0.0,2009
DOE,BPA,,0,0.0,2009
DOE,CBFO,,0,0.0,2009
DOE,CH,Court Order to Quash FOIA Request,1,1.0,2009
DOE,GFO,,0,0.0,2009
DOE,ID,,0,0.0,2009
DOE,NETL,Information available on website,1,1.0,2009
DOE,NR,,0,0.0,2009
DOE,ORO,,0,0.0,2009
DOE,EMCBC,,0,0.0,2009
DOE,RL,,0,0.0,2009
DOE,PNSO,,0,0.0,2009
DOE,SROO,,0,0.0,2009
DOE,OSTI,,0,0.0,2009
DOE,SEPA,,0,0.0,2009
DOE,SWPA,,0,0.0,2009
DOE,SPR,,0,0.0,2009
DOE,WAPA,Documents were available online,1,1.0,2009
DOE,HQ,,0,0.0,2009
DOE,HQ,Glomar,2,3.0,2009
DOE,HQ,Litigation,1,3.0,2009
DOE,HQ,Records lost or destroyed,118,394.0,2009
DOE,HQ,Referred to the web,276,394.0,2009
DOE,HQ,Requests were administratively closed,175,175.0,2009
DOI,OIG,0,0,0.0,2009
DOI,OIG,Request referred to another DOT component,5,5.0,2009
DOI,OIG,Request Misdirected and Withdrawn,13,13.0,2009
DOI,OIG,Unable to locate requester,1,2.0,2009
DOI,OIG,Sent in error,1,2.0,2009
DOI,BIA,Consent form not provided,8,30.0,2009
DOI,BIA,Unable to locate requester/mail returned,1,30.0,2009
DOI,BIA,Requester failed to provide requested clarification,5,30.0,2009
DOI,BIA,Litigation,4,30.0,2009
DOI,BIA,Assigned to other bureau/office for response,12,30.0,2009
DOI,BLM,Assigned to other bureau/office for response,1,5.0,2009
DOI,BLM,Request administratively closed,2,5.0,2009
DOI,BLM,Requester failed to provide requested clarification,2,5.0,2009
DOI,BOR,Requester failed to provide requested clarification,1,7.0,2009
DOI,BOR,Request administratively closed,3,7.0,2009
DOI,BOR,Assigned to other bureau/office for response,3,7.0,2009
DOI,FWS,Assigned to other bureau/office for response,74,94.0,2009
DOI,FWS,Request administratively closed,1,94.0,2009
DOI,FWS,Requester failed to provide requested clarification,19,94.0,2009
DOI,MMS,Requester failed to provide requested clarification,3,3.0,2009
DOI,NPS,Request administratively closed,11,22.0,2009
DOI,NPS,Assigned to other bureau/office for response,6,22.0,2009
DOI,NPS,Requester failed to provide requested clarification,5,22.0,2009
DOI,OIG,Not applicable,0,0.0,2009
DOI,OS,Not applicable,0,0.0,2009
DOI,OSM,Not applicable,0,0.0,2009
DOI,SOL,Not applicable,0,0.0,2009
DOI,USGS,Not applicable,0,0.0,2009
DOI,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
DOI,OIG,Records  on OIG Webpage,1,5.0,2009
DOI,OIG,No response from Requester,4,5.0,2009
DOI,OS,,0,0.0,2009
DOI,OIG,None,0,0.0,2009
DOI,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
DOJ,Office of the AG,Document referred was not responsive,2,44.0,2009
DOJ,Office of the AG,Directed requester to another agency/other entity,39,44.0,2009
DOJ,Office of the AG,Misdirected by other agency/component,1,44.0,2009
DOJ,Office of the AG,Deferred to another agency or component,2,44.0,2009
DOJ,Office of the DAG,Directed requester to another agency,3,7.0,2009
DOJ,Office of the DAG,Document referred was not responsive,4,7.0,2009
DOJ,Office of the Assoc. AG,Directed requester to another agency or other entity,4,4.0,2009
DOJ,Antitrust,Third party request without consent,1,1.0,2009
DOJ,ATF,Unable to locate requester,6,6.0,2009
DOJ,Civil Rights,Third party request without consent,8,8.0,2009
DOJ,DEA,Change of address; location unknown,101,101.0,2009
DOJ,EOUSA,Public records available from court,35,651.0,2009
DOJ,EOUSA,Burdensome search,1,651.0,2009
DOJ,EOUSA,Court Sealed,1,651.0,2009
DOJ,EOUSA,Requester refused mail,1,651.0,2009
DOJ,EOUSA,No power of attorney,530,651.0,2009
DOJ,EOUSA,FOIA rights waived,49,651.0,2009
DOJ,EOUSA,Closed in litigation,11,651.0,2009
DOJ,EOUSA,Available at GPO,1,651.0,2009
DOJ,EOUSA,Explanation of split requests,1,651.0,2009
DOJ,EOUSA,No forwarding address,20,651.0,2009
DOJ,EOUSA,Subject rescinded Privacy Act waiver,1,651.0,2009
DOJ,JMD,Request was for state records,1,292.0,2009
DOJ,JMD,Requests received by Mail Referral Unit and directed to appropriate DOJ components/agencies,291,292.0,2009
DOJ,NSD,Requester failed to comply with requirements,16,16.0,2009
DOJ,OIP,Directed requester to another agency or entity,200,201.0,2009
DOJ,OIP,Misdirected by other agency/component,1,201.0,2009
DOJ,OLA,Directed requester to another agency/other entity,6,9.0,2009
DOJ,OLA,Deferred to another agency or component,1,9.0,2009
DOJ,OLA,Document referred was not responsive,2,9.0,2009
DOJ,OLP,Directed requester to another agency,5,6.0,2009
DOJ,OLP,Misdirected by other agency/component,1,6.0,2009
DOJ,OPR,OPR's new computer system erroneously assigned multiple FOIA numbers,6,6.0,2009
DOJ,Public Affairs,Directed requester to another agency,2,3.0,2009
DOJ,Public Affairs,Deferred to other agency/component,1,3.0,2009
DOJ,TAX,Access granted by reading room,6,7.0,2009
DOJ,TAX,Mail returned unclaimed,1,7.0,2009
DOJ,USMS,No forwarding address,12,18.0,2009
DOJ,USMS,Access granted by alternative means.  Routine use requests -- information available on DOJ/USMS internet sites,6,18.0,2009
DOJ,USNCB,Third party request without consent,15,19.0,2009
DOJ,USNCB,Unable to locate requester,2,19.0,2009
DOJ,USNCB,Requests for foreign or U.S. police assistance,2,19.0,2009
DOJ,USPC,Parole hearing tapes could not be sent to prisoner/requester because of policy of institution in which he was incarcerated,1,1.0,2009
DOJ,OIG,0,0,0.0,2009
DOJ,OIG,Request referred to another DOT component,5,5.0,2009
DOJ,OIG,Request Misdirected and Withdrawn,13,13.0,2009
DOJ,OIG,Unable to locate requester,1,2.0,2009
DOJ,OIG,Sent in error,1,2.0,2009
DOJ,OIG,Not applicable,0,0.0,2009
DOJ,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
DOJ,OIG,No response from Requester,4,5.0,2009
DOJ,OIG,Records  on OIG Webpage,1,5.0,2009
DOJ,OIG,None,0,0.0,2009
DOJ,OLC,,0,0.0,2009
DOJ,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
DOT,OIG,0,0,0.0,2009
DOT,FHWA,Request referred to another DOT component,45,45.0,2009
DOT,FTA,Request referred to another DOT component,1,1.0,2009
DOT,MARAD,Request referred outside of DOT,7,10.0,2009
DOT,MARAD,Referral to website,3,10.0,2009
DOT,NHTSA,Request referred to another DOT component,10,10.0,2009
DOT,OIG,Request referred to another DOT component,5,5.0,2009
DOT,OST,Request referred to another DOT component,70,70.0,2009
DOT,PHMSA,Request referred to another DOT component,4,4.0,2009
DOT,RITA,Request referred to another DOT component,2,7.0,2009
DOT,RITA,Referral to website,5,7.0,2009
DOT,OIG,Request Misdirected and Withdrawn,13,13.0,2009
DOT,OIG,Unable to locate requester,1,2.0,2009
DOT,OIG,Sent in error,1,2.0,2009
DOT,OIG,Not applicable,0,0.0,2009
DOT,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
DOT,OIG,Records  on OIG Webpage,1,5.0,2009
DOT,OIG,No response from Requester,4,5.0,2009
DOT,OIG,None,0,0.0,2009
DOT,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
ED,OIG,0,0,0.0,2009
ED,OIG,Request referred to another DOT component,5,5.0,2009
ED,OGC,0,0,0.0,2009
ED,OIG,Request Misdirected and Withdrawn,13,13.0,2009
ED,OIG,Unable to locate requester,1,2.0,2009
ED,OIG,Sent in error,1,2.0,2009
ED,OIG,Not applicable,0,0.0,2009
ED,OS,Not applicable,0,0.0,2009
ED,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
ED,OIG,No response from Requester,4,5.0,2009
ED,OIG,Records  on OIG Webpage,1,5.0,2009
ED,OS,,0,0.0,2009
ED,OIG,None,0,0.0,2009
ED,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
EEOC,AGENCY,,0,0.0,2009
EPA,HQ,,0,0.0,2009
EPA,HQ,Litigation,1,3.0,2009
EPA,HQ,Glomar,2,3.0,2009
EPA,Region 1,File Review,2,2.0,2009
EPA,Region 6,File Review,1,2.0,2009
EPA,Region 6,Litigation,1,2.0,2009
EPA,Region 8,Completely Reversed,1,1.0,2009
EPA,HQ,Referred to the web,276,394.0,2009
EPA,HQ,Records lost or destroyed,118,394.0,2009
EPA,HQ,Requests were administratively closed,175,175.0,2009
Ex-Im Bank,OIG,0,0,0.0,2009
Ex-Im Bank,OIG,Request referred to another DOT component,5,5.0,2009
Ex-Im Bank,HQ,,0,0.0,2009
Ex-Im Bank,OIG,Request Misdirected and Withdrawn,13,13.0,2009
Ex-Im Bank,OIG,Unable to locate requester,1,2.0,2009
Ex-Im Bank,OIG,Sent in error,1,2.0,2009
Ex-Im Bank,OIG,Not applicable,0,0.0,2009
Ex-Im Bank,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
Ex-Im Bank,HQ,Litigation,1,3.0,2009
Ex-Im Bank,HQ,Glomar,2,3.0,2009
Ex-Im Bank,OIG,No response from Requester,4,5.0,2009
Ex-Im Bank,OIG,Records  on OIG Webpage,1,5.0,2009
Ex-Im Bank,OIG,None,0,0.0,2009
Ex-Im Bank,HQ,Referred to the web,276,394.0,2009
Ex-Im Bank,HQ,Records lost or destroyed,118,394.0,2009
Ex-Im Bank,AGENCY,,0,0.0,2009
Ex-Im Bank,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
Ex-Im Bank,HQ,Requests were administratively closed,175,175.0,2009
FLRA,FSIP,0,0,0.0,2009
FLRA,Authority,7 requests ere administratively closed when requesters did not respond to office request to indicate continued interest in processing requests.,7,7.0,2009
FLRA,IG,0,0,0.0,2009
FLRA,OGC,0,0,0.0,2009
FLRA,ATRO,0,0,0.0,2009
FLRA,BORO,0,0,0.0,2009
FLRA,CHRO,0,0,0.0,2009
FLRA,DARO,0,0,0.0,2009
FLRA,DERO,0,0,0.0,2009
FLRA,SFRO,0,0,0.0,2009
FLRA,WARO,0,0,0.0,2009
HHS,OIG,0,0,0.0,2009
HHS,OIG,Request referred to another DOT component,5,5.0,2009
HHS,OIG,Request Misdirected and Withdrawn,13,13.0,2009
HHS,OIG,Unable to locate requester,1,2.0,2009
HHS,OIG,Sent in error,1,2.0,2009
HHS,OIG,Not applicable,0,0.0,2009
HHS,OS,Not applicable,0,0.0,2009
HHS,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
HHS,ACF,Closed under the Privacy Act,16,16.0,2009
HHS,AOA,,0,0.0,2009
HHS,CMS,Administrative Closures,318,318.0,2009
HHS,OIG,No response from Requester,4,5.0,2009
HHS,OIG,Records  on OIG Webpage,1,5.0,2009
HHS,OPHS,No response from Requester,37,37.0,2009
HHS,AHRQ,,0,0.0,2009
HHS,CDC,Not Perfected,33,33.0,2009
HHS,FDA,Available on internet,531,531.0,2009
HHS,HRSA,,0,0.0,2009
HHS,IHS,No response from Requester,51,51.0,2009
HHS,NIH,,0,0.0,2009
HHS,SAMHSA,,0,0.0,2009
HHS,OS,,0,0.0,2009
HHS,OIG,None,0,0.0,2009
HHS,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
HUD,OIG,0,0,0.0,2009
HUD,OIG,Request referred to another DOT component,5,5.0,2009
HUD,HQ,,0,0.0,2009
HUD,IG,0,0,0.0,2009
HUD,OIG,Request Misdirected and Withdrawn,13,13.0,2009
HUD,OIG,Unable to locate requester,1,2.0,2009
HUD,OIG,Sent in error,1,2.0,2009
HUD,OIG,Not applicable,0,0.0,2009
HUD,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
HUD,HQ,Glomar,2,3.0,2009
HUD,HQ,Litigation,1,3.0,2009
HUD,OIG,No response from Requester,4,5.0,2009
HUD,OIG,Records  on OIG Webpage,1,5.0,2009
HUD,OIG,None,0,0.0,2009
HUD,HQ,Referred to the web,276,394.0,2009
HUD,HQ,Records lost or destroyed,118,394.0,2009
HUD,AGENCY,,0,0.0,2009
HUD,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
HUD,HQ,Requests were administratively closed,175,175.0,2009
HUD,FO,Requests were administratively closed,107,107.0,2009
LSC,OLA,Document referred was not responsive,2,9.0,2009
LSC,OLA,Directed requester to another agency/other entity,6,9.0,2009
LSC,OLA,Deferred to another agency or component,1,9.0,2009
LSC,OIG,0,0,0.0,2009
LSC,OIG,Request referred to another DOT component,5,5.0,2009
LSC,OIG,Request Misdirected and Withdrawn,13,13.0,2009
LSC,OIG,Unable to locate requester,1,2.0,2009
LSC,OIG,Sent in error,1,2.0,2009
LSC,OIG,Not applicable,0,0.0,2009
LSC,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
LSC,OIG,Records  on OIG Webpage,1,5.0,2009
LSC,OIG,No response from Requester,4,5.0,2009
LSC,OIG,None,0,0.0,2009
LSC,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
NASA,OIG,0,0,0.0,2009
NASA,OIG,Request referred to another DOT component,5,5.0,2009
NASA,HQ,,0,0.0,2009
NASA,OGC,0,0,0.0,2009
NASA,JSC,"First  Party request forwarded to the Privacy Act System Manager for processing under the Privacy Act, in accordance with our agency regulations (Title 14, CFR, Part 1212)",6,6.0,2009
NASA,LaRC,E-contact information provided by requester was not valid and unable to make further contact.requester after 30 days and was closed.,1,1.0,2009
NASA,KSC,Records were in the ?public domain? and handled outside the FOIA.,18,20.0,2009
NASA,KSC,"First  Party request forwarded to the Privacy Act System Manager for processing under the Privacy Act, in accordance with our agency regulations (Title 14, CFR, Part 1212)",2,20.0,2009
NASA,OIG,Request Misdirected and Withdrawn,13,13.0,2009
NASA,OIG,Sent in error,1,2.0,2009
NASA,OIG,Unable to locate requester,1,2.0,2009
NASA,OIG,Not applicable,0,0.0,2009
NASA,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
NASA,HQ,Glomar,2,3.0,2009
NASA,HQ,Litigation,1,3.0,2009
NASA,OIG,Records  on OIG Webpage,1,5.0,2009
NASA,OIG,No response from Requester,4,5.0,2009
NASA,OIG,None,0,0.0,2009
NASA,HQ,Records lost or destroyed,118,394.0,2009
NASA,HQ,Referred to the web,276,394.0,2009
NASA,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
NASA,HQ,Requests were administratively closed,175,175.0,2009
NSF,OIG,0,0,0.0,2009
NSF,OIG,Request referred to another DOT component,5,5.0,2009
NSF,OGC,0,0,0.0,2009
NSF,OIG,Request Misdirected and Withdrawn,13,13.0,2009
NSF,OIG,Sent in error,1,2.0,2009
NSF,OIG,Unable to locate requester,1,2.0,2009
NSF,OIG,Not applicable,0,0.0,2009
NSF,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
NSF,OIG,No response from Requester,4,5.0,2009
NSF,OIG,Records  on OIG Webpage,1,5.0,2009
NSF,Foundation,No awarded proposal,1,3.0,2009
NSF,Foundation,Suspended,2,3.0,2009
NSF,OIG,None,0,0.0,2009
NSF,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
NTSB,HQ,,0,0.0,2009
NTSB,HQ,Glomar,2,3.0,2009
NTSB,HQ,Litigation,1,3.0,2009
NTSB,HQ,Records lost or destroyed,118,394.0,2009
NTSB,HQ,Referred to the web,276,394.0,2009
NTSB,HQ,Requests were administratively closed,175,175.0,2009
ONDCP,OLC,,0,0.0,2009
PC,OIG,0,0,0.0,2009
PC,OIG,Request referred to another DOT component,5,5.0,2009
PC,OIG,Request Misdirected and Withdrawn,13,13.0,2009
PC,OIG,Unable to locate requester,1,2.0,2009
PC,OIG,Sent in error,1,2.0,2009
PC,OIG,Not applicable,0,0.0,2009
PC,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
PC,OIG,No response from Requester,4,5.0,2009
PC,OIG,Records  on OIG Webpage,1,5.0,2009
PC,OIG,None,0,0.0,2009
PC,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
SEC,HQ,,0,0.0,2009
SEC,HQ,Glomar,2,3.0,2009
SEC,HQ,Litigation,1,3.0,2009
SEC,HQ,Referred to the web,276,394.0,2009
SEC,HQ,Records lost or destroyed,118,394.0,2009
SEC,HQ,Requests were administratively closed,175,175.0,2009
State,DoS,multiple reasons*,30,30.0,2009
State,OIG,0,0,0.0,2009
State,OIG,Request referred to another DOT component,5,5.0,2009
State,OIG,Request Misdirected and Withdrawn,13,13.0,2009
State,OIG,Unable to locate requester,1,2.0,2009
State,OIG,Sent in error,1,2.0,2009
State,OIG,Not applicable,0,0.0,2009
State,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
State,OIG,Records  on OIG Webpage,1,5.0,2009
State,OIG,No response from Requester,4,5.0,2009
State,OIG,None,0,0.0,2009
State,OIG,NA - Other reason was not relied on for denials.,0,0.0,2009
Treasury,DO,Still interested letter uninterested,28,28.0,2009
Treasury,FMS,Sent to FMS in error,1,2.0,2009
Treasury,FMS,Documents available next month,1,2.0,2009
U.S. DOL,OIG,0,0,0.0,2009
U.S. DOL,OIG,Request referred to another DOT component,5,5.0,2009
U.S. DOL,OIG,Request Misdirected and Withdrawn,13,13.0,2009
U.S. DOL,OIG,Unable to locate requester,1,2.0,2009
U.S. DOL,OIG,Sent in error,1,2.0,2009
U.S. DOL,OIG,Not applicable,0,0.0,2009
U.S. DOL,SOL,Not applicable,0,0.0,2009
U.S. DOL,ALJ,Too early for materials to be made available for disclosure,1,3.0,2009
U.S. DOL,ALJ,Referred back to originating agency,1,3.0,2009
U.S. DOL,ALJ,Case file no longer in OALJ,1,3.0,2009
U.S. DOL,EBSA,Privacy Act without FOIA,2,3.0,2009
U.S. DOL,EBSA,Records Available From Public Disclosure Room,1,3.0,2009
U.S. DOL,ETA,Administrative Closures - No Reply to Interim Responses,47,47.0,2009
U.S. DOL,OASAM,Privacy Act without FOIA being utilized,11,11.0,2009
U.S. DOL,OIG,Records referred were not related or indexed to the requester,3,3.0,2009
